,번호,이름,수능점수,내신점수,1학년점수,1순위,2순위,3순위,4순위,5순위,6순위,7순위,8순위,9순위,10순위,가중Score
499,500,멪귂낷,70,84,100,컴퓨터인공지능학부,토목/환경/자원.에너지공학부(자원.에너지공학),신소재공학부(전자재료공학),신소재공학부(금속시스템공학),토목/환경/자원.에너지공학부(토목공학),양자시스템공학과,도시공학과,화학공학부,기계설계공학부(기계설계공학),융합기술공학부(IT융합기전공학),79.0
500,501,좲퇕딾,70,56,46,신소재공학부(정보소재공학),신소재공학부(금속시스템공학),신소재공학부(전자재료공학),바이오메디컬공학부,토목/환경/자원.에너지공학부(토목공학),융합기술공학부(IT응용시스템공학),고분자.나노공학과,건축공학과,전기공학과,유기소재섬유공학과,62.8
501,502,갳풏쑿,75,73,73,소프트웨어공학과,신소재공학부(전자재료공학),전자공학부,신소재공학부(금속시스템공학),컴퓨터인공지능학부,기계시스템공학부,토목/환경/자원.에너지공학부(자원.에너지공학),도시공학과,양자시스템공학과,항공우주공학과,74.4
502,503,땮펳켠,50,42,33,고분자.나노공학과,전기공학과,양자시스템공학과,화학공학부,바이오메디컬공학부,기계공학과,토목/환경/자원.에너지공학부(환경공학),신소재공학부(전자재료공학),융합기술공학부(IT융합기전공학),토목/환경/자원.에너지공학부(토목공학),44.9
503,504,삎봬쇿,76,75,64,컴퓨터인공지능학부,산업정보시스템공학과,도시공학과,신소재공학부(전자재료공학),바이오메디컬공학부,기계공학과,전자공학부,소프트웨어공학과,기계설계공학부(기계설계공학),고분자.나노공학과,72.39999999999999
504,505,권웼쭞,56,51,38,전자공학부,유기소재섬유공학과,고분자.나노공학과,토목/환경/자원.에너지공학부(환경공학),신소재공학부(전자재료공학),신소재공학부(금속시스템공학),건축공학과,도시공학과,토목/환경/자원.에너지공학부(자원.에너지공학),항공우주공학과,50.599999999999994
505,506,칤퇎섋,68,58,47,바이오메디컬공학부,기계시스템공학부,항공우주공학과,기계설계공학부(나노바이오기계시스템공학),건축공학과,양자시스템공학과,산업정보시스템공학과,신소재공학부(정보소재공학),토목/환경/자원.에너지공학부(자원.에너지공학),신소재공학부(전자재료공학),61.699999999999996
506,507,녀뙾큈,65,78,41,화학공학부,기계시스템공학부,건축공학과,신소재공학부(정보소재공학),도시공학과,융합기술공학부(IT융합기전공학),기계설계공학부(나노바이오기계시스템공학),소프트웨어공학과,토목/환경/자원.에너지공학부(토목공학),바이오메디컬공학부,57.8
507,508,맾뇊샫,70,81,75,산업정보시스템공학과,기계설계공학부(나노바이오기계시스템공학),항공우주공학과,컴퓨터인공지능학부,융합기술공학부(IT융합기전공학),화학공학부,기계시스템공학부,고분자.나노공학과,신소재공학부(전자재료공학),전자공학부,71.5
508,509,껽뿳펡,74,91,44,토목/환경/자원.에너지공학부(자원.에너지공학),토목/환경/자원.에너지공학부(토목공학),바이오메디컬공학부,도시공학과,항공우주공학과,기계시스템공학부,신소재공학부(금속시스템공학),신소재공학부(전자재료공학),전기공학과,양자시스템공학과,65.0
509,510,껪펍뇧,73,77,53,컴퓨터인공지능학부,도시공학과,융합기술공학부(IT융합기전공학),토목/환경/자원.에너지공학부(자원.에너지공학),유기소재섬유공학과,건축공학과,신소재공학부(정보소재공학),토목/환경/자원.에너지공학부(토목공학),양자시스템공학과,고분자.나노공학과,67.0
510,511,확싟뜲,63,75,56,기계시스템공학부,기계공학과,도시공학과,융합기술공학부(IT응용시스템공학),소프트웨어공학과,기계설계공학부(기계설계공학),토목/환경/자원.에너지공학부(자원.에너지공학),유기소재섬유공학과,산업정보시스템공학과,융합기술공학부(IT융합기전공학),60.89999999999999
511,512,킋쁼툼,69,63,76,기계시스템공학부,산업정보시스템공학과,화학공학부,기계공학과,신소재공학부(전자재료공학),소프트웨어공학과,융합기술공학부(IT응용시스템공학),유기소재섬유공학과,컴퓨터인공지능학부,신소재공학부(금속시스템공학),71.1
512,513,멚뙯됌,59,44,43,기계공학과,토목/환경/자원.에너지공학부(토목공학),융합기술공학부(IT융합기전공학),도시공학과,산업정보시스템공학과,신소재공학부(금속시스템공학),토목/환경/자원.에너지공학부(환경공학),신소재공학부(전자재료공학),건축공학과,항공우주공학과,54.199999999999996
513,514,찥죦쨳,76,63,94,전자공학부,건축공학과,토목/환경/자원.에너지공학부(토목공학),융합기술공학부(IT융합기전공학),융합기술공학부(IT응용시스템공학),바이오메디컬공학부,양자시스템공학과,전기공학과,유기소재섬유공학과,신소재공학부(금속시스템공학),81.39999999999999
514,515,텧냅뫘,62,65,48,화학공학부,신소재공학부(금속시스템공학),항공우주공학과,기계설계공학부(나노바이오기계시스템공학),토목/환경/자원.에너지공학부(환경공학),유기소재섬유공학과,양자시스템공학과,신소재공학부(전자재료공학),전자공학부,기계공학과,57.8
515,516,캘뮆뒶,70,79,58,고분자.나노공학과,소프트웨어공학과,화학공학부,기계시스템공학부,토목/환경/자원.에너지공학부(자원.에너지공학),도시공학과,융합기술공학부(IT응용시스템공학),신소재공학부(금속시스템공학),전자공학부,토목/환경/자원.에너지공학부(토목공학),66.4
516,517,삣춴솦,65,58,59,컴퓨터인공지능학부,바이오메디컬공학부,건축공학과,기계공학과,신소재공학부(정보소재공학),소프트웨어공학과,항공우주공학과,양자시스템공학과,전기공학과,기계설계공학부(기계설계공학),63.2
517,518,쐖쀝쑸,70,73,54,소프트웨어공학과,기계공학과,산업정보시스템공학과,컴퓨터인공지능학부,항공우주공학과,전자공학부,양자시스템공학과,융합기술공학부(IT응용시스템공학),건축공학과,신소재공학부(전자재료공학),65.2
518,519,뱤읧묄,71,53,92,컴퓨터인공지능학부,화학공학부,고분자.나노공학과,기계설계공학부(나노바이오기계시스템공학),산업정보시스템공학과,유기소재섬유공학과,소프트웨어공학과,신소재공학부(정보소재공학),토목/환경/자원.에너지공학부(환경공학),토목/환경/자원.에너지공학부(토목공학),77.3
519,520,쮠넫질,59,81,72,유기소재섬유공학과,기계시스템공학부,양자시스템공학과,융합기술공학부(IT응용시스템공학),건축공학과,융합기술공학부(IT융합기전공학),신소재공학부(전자재료공학),소프트웨어공학과,화학공학부,컴퓨터인공지능학부,62.89999999999999
520,521,분뢶닚,73,59,87,전자공학부,기계시스템공학부,컴퓨터인공지능학부,화학공학부,기계설계공학부(나노바이오기계시스템공학),기계설계공학부(기계설계공학),신소재공학부(금속시스템공학),도시공학과,기계공학과,융합기술공학부(IT응용시스템공학),77.19999999999999
521,522,뽐흿풥,58,85,90,컴퓨터인공지능학부,신소재공학부(정보소재공학),토목/환경/자원.에너지공학부(토목공학),신소재공학부(금속시스템공학),기계설계공학부(나노바이오기계시스템공학),기계시스템공학부,신소재공학부(전자재료공학),기계설계공학부(기계설계공학),바이오메디컬공학부,항공우주공학과,67.6
522,523,왍실왆,85,70,77,기계설계공학부(기계설계공학),기계공학과,신소재공학부(전자재료공학),융합기술공학부(IT응용시스템공학),기계설계공학부(나노바이오기계시스템공학),양자시스템공학과,컴퓨터인공지능학부,바이오메디컬공학부,항공우주공학과,건축공학과,82.6
523,524,쭱돓뢎,71,51,81,신소재공학부(금속시스템공학),도시공학과,컴퓨터인공지능학부,기계공학과,전자공학부,고분자.나노공학과,산업정보시스템공학과,토목/환경/자원.에너지공학부(자원.에너지공학),기계시스템공학부,신소재공학부(전자재료공학),74.0
524,525,랠줏퀙,72,80,55,기계시스템공학부,건축공학과,유기소재섬유공학과,토목/환경/자원.에너지공학부(토목공학),소프트웨어공학과,기계설계공학부(기계설계공학),전자공학부,바이오메디컬공학부,고분자.나노공학과,컴퓨터인공지능학부,66.9
525,526,먲컩챔,74,62,48,전자공학부,바이오메디컬공학부,고분자.나노공학과,항공우주공학과,신소재공학부(금속시스템공학),기계설계공학부(기계설계공학),화학공학부,건축공학과,컴퓨터인공지능학부,토목/환경/자원.에너지공학부(자원.에너지공학),66.19999999999999
526,527,썭늒댗,87,86,67,토목/환경/자원.에너지공학부(환경공학),고분자.나노공학과,신소재공학부(금속시스템공학),융합기술공학부(IT융합기전공학),기계시스템공학부,유기소재섬유공학과,전자공학부,건축공학과,항공우주공학과,토목/환경/자원.에너지공학부(토목공학),81.0
527,528,붮쎊횆,72,68,64,컴퓨터인공지능학부,건축공학과,토목/환경/자원.에너지공학부(환경공학),신소재공학부(전자재료공학),산업정보시스템공학과,기계설계공학부(기계설계공학),도시공학과,전기공학과,융합기술공학부(IT응용시스템공학),융합기술공학부(IT융합기전공학),69.6
528,529,솔츕붷,50,92,89,전자공학부,기계공학과,신소재공학부(금속시스템공학),토목/환경/자원.에너지공학부(토목공학),건축공학과,화학공학부,산업정보시스템공학과,융합기술공학부(IT응용시스템공학),신소재공학부(정보소재공학),바이오메디컬공학부,61.7
529,530,놮쒏킏,79,42,98,기계공학과,산업정보시스템공학과,신소재공학부(전자재료공학),고분자.나노공학과,바이오메디컬공학부,항공우주공학과,기계설계공학부(나노바이오기계시스템공학),도시공학과,토목/환경/자원.에너지공학부(환경공학),기계시스템공학부,84.69999999999999
